1.171478166725124836e+00,1.107262183852862902e+00
1.110302183362472883e+00,1.075133779193381933e+00
8.534517435574479061e-01,9.684239963436213072e-01
5.220702271104705749e-01,9.644048678322825197e-01
7.706746211207243791e-01,8.767653528956163012e-01
1.316754717864662583e+00,1.111560250934947813e+00
1.177024791616563482e+00,7.810422664318440455e-01
9.523203505534071356e-01,9.098594711504890409e-01
1.045070692150285474e+00,8.704329292531139961e-01
1.219935995590372579e+00,1.185221044548000480e+00
1.295469047394701256e+00,8.916708232405804457e-01
4.259636364754861848e-01,1.040518134986433640e+00
9.544352256404244894e-01,1.067328759720409748e+00
1.018950137824589097e+00,1.375982641629600156e+00
1.344587160565697603e+00,5.561151073676753320e-01
1.258410954404667992e+00,1.235926822271868231e+00
1.285604976855237336e+00,1.276382716179696564e+00
1.110064897635030023e+00,1.280596930846904513e+00
7.530585384287559192e-01,7.935872697221508787e-01
8.123854157509711182e-01,6.799460220447013370e-01
1.225165017382802812e+00,1.448049837940829310e+00
1.285687307145388036e+00,8.686012109984245777e-01
7.403499904801478237e-01,1.128695621910259073e+00
9.440911530715868638e-01,9.794301233825594144e-01
1.316185193432727107e+00,1.104094487612223618e+00
1.317492903037768004e+00,8.763353247551247671e-01
9.619195077433749796e-01,1.217109019301652939e+00
1.232024258039425835e+00,1.449801085407502965e+00
1.002758781017110357e+00,1.379144225043434480e+00
5.572045918680497145e-01,1.197090879032232102e+00
7.672440113257110728e-01,1.089310872003241615e+00
9.528424696849491227e-01,1.481931832508569302e+00
1.017605928154414974e+00,1.214557411386867569e+00
1.201600565689655120e+00,1.376501793436730736e+00
1.027026892725432461e+00,3.348728809108936777e-01
9.732119103114361680e-01,1.496084912336067996e+00
1.639646206855337685e+00,9.756389028200576075e-01
1.077289271885640831e+00,1.392539177053540689e+00
6.856054468149258563e-01,1.339341000765844392e+00
1.371396709648242451e+00,8.212146103688701126e-01
4.831985574351311818e-01,1.170060216678452614e+00
1.112929267308176762e+00,1.562499476610849314e+00
9.523795358708555536e-01,1.239417006108583630e+00
1.537639274497826003e+00,1.187757695560029303e+00
1.270587770429801866e+00,8.047258095423928115e-01
7.742284659718895456e-01,7.366184001681288507e-01
1.323416673157284951e+00,1.490057762865475199e+00
1.223173413269191823e+00,8.119659567569211811e-01
1.321593684377325051e+00,1.659693119439155096e+00
7.057207254126977025e-01,8.700532618206255897e-01
8.831892141404265040e-01,1.092145934453767397e+00
6.222315306101396937e-01,1.250236871652760984e+00
1.709938745050260556e+00,9.273335005828589050e-01
1.356649796242772599e+00,8.040067556396784942e-01
1.737530571989106987e+00,8.191347236763608652e-01
1.364297946610553369e+00,7.262428877269455629e-01
6.864904045058903836e-01,1.052486684847379950e+00
7.659051027790717558e-01,8.487621269390778211e-01
1.215177214247589621e+00,6.270437077688912897e-01
8.767978291743674379e-01,7.047073373767610560e-01
1.376763176204486960e+00,9.483400027619466321e-01
1.299867493818358311e+00,1.228938457622220648e+00
1.320240544452066178e+00,1.049392432625871230e+00
7.557002907373376877e-01,4.524947905505517509e-01
1.065980075286054207e+00,9.004500308866308922e-01
1.195631500020532201e+00,1.126547826545710063e+00
1.191741988824786880e+00,1.317637288304200904e+00
8.971548838668701453e-01,5.885256013318157509e-01
9.868834585602087595e-01,1.235494146435755392e+00
1.402728793458509537e+00,7.526416061296250515e-01
1.180457015729727610e+00,8.755563029673030240e-01
1.395030070522603305e+00,4.772539467506667910e-01
1.278891926464496676e+00,1.191952318417073275e+00
1.044180516567789763e+00,9.611506476087943174e-01
1.543769025264797312e+00,9.472713614688096362e-01
4.683364830158058267e-01,1.257600549386558741e+00
1.302726445793185528e+00,1.374468332398477433e+00
1.493326496509497447e+00,1.091543202558169723e+00
9.875410548437845160e-01,7.879487567017438021e-01
1.089830480831061710e+00,1.023858772684367757e+00
1.353503587364521588e+00,9.989972690391157872e-01
